image_path,object,correct_answer,predicted_color,logprob_pred_token,logprob_correct_token,correct_in_top_k,calibration,response_label,intro_position,stimulus_type,manipulation_color,target_color,variant_region,percent_colored,variant_label,mode
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/shark_5_3fe7d0c2_resized_grey/BG_060_seq.png,shark,white,black,-0.7824812531471252,-12.35279369354248,False,,black,last,correct_prior,grey,white,BG,60,BG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/coho_1_a64d7b7a_resized_green/FG_000_seq.png,coho,white,black,-0.4921053647994995,-12.714761734008787,False,,black,last,correct_prior,green,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Band_Aid_1_e73eed92_resized_pink/FG_000_seq.png,band aid,white,white,-0.1494180560111999,-10.282230377197266,False,,white,last,correct_prior,pink,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/jaguar_4_a2624ff9_resized_yellow/BG_040_seq.png,jaguar,white,white,-0.0965233370661735,-10.97933578491211,False,,white,last,correct_prior,yellow,white,BG,40,BG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/turkey_3_a4189f72_resized_brown/FG_030_seq.png,turkey,brown,brown,-0.1613433808088302,-10.270718574523926,False,,brown,last,correct_prior,brown,brown,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/spinach_2_093ee484_resized_green/FG_050_seq.png,spinach,green,green,-0.0622950717806816,-11.632607460021973,False,,green,last,correct_prior,green,green,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/turkey_3_a4189f72_resized_brown/FG_060_seq.png,turkey,brown,brown,-0.0602642931044101,-10.318077087402344,False,,brown,last,correct_prior,brown,brown,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Maltese_dog_2_769e7078_resized_brown/FG_070_seq.png,maltese dog,brown,brown,-0.07850331813097,-10.281628608703612,False,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/palm_tree_3_036de81c_resized_green/FG_090_seq.png,palm tree,green,green,-0.0245467368513345,-11.66517162322998,False,,green,last,correct_prior,green,green,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/digital_watch_3_015799f8_resized_blue/FG_030_seq.png,digital watch,blue,blue,-0.1368862986564636,-10.949386596679688,False,,blue,last,correct_prior,blue,blue,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/daisy_2_9f5fd00f_resized_yellow/FG_020_seq.png,daisy,yellow,yellow,-0.2802039384841919,-9.811453819274902,False,,yellow,last,correct_prior,yellow,yellow,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/kangaroo_1_ea795cb8_resized_brown/FG_080_seq.png,kangaroo,brown,brown,-0.0847349092364311,-10.381609916687012,False,,brown,last,correct_prior,brown,brown,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/baseball_2_f1bd2e56_resized_red/FG_010_seq.png,baseball,red,white,-0.7365465760231018,-11.580296516418455,False,,white,last,correct_prior,red,red,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/armadillo_3_76675318_resized_brown/BG_100_seq.png,armadillo,white,white,-0.1771010309457779,-11.638038635253906,False,,white,last,correct_prior,brown,white,BG,100,BG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gas_pump_5_beef7f46_resized_red/FG_010_seq.png,gas pump,red,black,-0.992445468902588,-11.78150749206543,False,,black,last,correct_prior,red,red,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/wheelbarrow_2_dccdaa56_resized_green/FG_070_seq.png,wheelbarrow,green,green,-0.0319655239582061,-11.664777755737305,False,,green,last,correct_prior,green,green,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gopher_1_84a9cd8b_resized_brown/FG_005_seq.png,gopher,brown,white,-0.5006104707717896,-10.8912353515625,False,,white,last,correct_prior,brown,brown,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/asparagus_3_14687666_resized_green/FG_060_seq.png,asparagus,green,green,-0.03715530782938,-11.255905151367188,False,,green,last,correct_prior,green,green,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/housefly_3_bbecdd86_resized_yellow/BG_020_seq.png,housefly,white,white,-0.8832879662513733,-11.934069633483888,False,,white,last,correct_prior,yellow,white,BG,20,BG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/walnut_2_a1599b1b_resized_brown/FG_070_seq.png,walnut,brown,brown,-0.0892034694552421,-10.464203834533691,False,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/daisy_2_9f5fd00f_resized_yellow/FG_055_seq.png,daisy,yellow,yellow,-0.0594476573169231,-9.817259788513184,False,,yellow,last,correct_prior,yellow,yellow,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gas_pump_5_beef7f46_resized_red/FG_080_seq.png,gas pump,red,red,-0.0518027059733867,-10.856490135192873,False,,red,last,correct_prior,red,red,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/goldfish_2_7ef7f0d5_resized_blue/FG_050_seq.png,goldfish,blue,blue,-0.0382631048560142,-11.014825820922852,False,,blue,last,correct_prior,blue,blue,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/wagon_4_24867bc8_resized_brown/FG_005_seq.png,wagon,brown,white,-0.5026706457138062,-11.205795288085938,False,,white,last,correct_prior,brown,brown,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/seaweed_3_a20cdafe_resized_green/FG_010_seq.png,seaweed,green,green,-0.6753732562065125,-11.862873077392578,False,,green,last,correct_prior,green,green,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Loafer_3_c6f11fa7_resized_brown/FG_055_seq.png,loafer,brown,brown,-0.1066640168428421,-10.200413703918455,False,,brown,last,correct_prior,brown,brown,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/jack-o'-lantern_3_b815cb66_resized_orange/FG_040_seq.png,jack-o'-lantern,orange,orange,-0.1178502142429351,-10.274100303649902,False,,orange,last,correct_prior,orange,orange,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/ptarmigan_2_98df7bf1_resized_brown/FG_090_seq.png,ptarmigan,brown,brown,-0.0666543841361999,-10.285404205322266,False,,brown,last,correct_prior,brown,brown,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/iguana_2_a2663064_resized_green/FG_020_seq.png,iguana,green,green,-0.1940453797578811,-11.881545066833496,False,,green,last,correct_prior,green,green,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tow_truck_3_3fb95fa0_resized_brown/FG_090_seq.png,tow truck,brown,brown,-0.0742688477039337,-10.37114429473877,False,,brown,last,correct_prior,brown,brown,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/green_lizard_5_79432524_resized_green/FG_100_seq.png,lizard,green,green,-0.0030591140966862,-12.128059387207031,False,,green,last,correct_prior,green,green,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/kangaroo_1_ea795cb8_resized_brown/FG_000_seq.png,kangaroo,white,white,-0.2086221277713775,-11.536746978759766,False,,white,last,correct_prior,brown,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/orangutan_1_36d17755_resized_orange/FG_060_seq.png,orangutan,orange,orange,-0.0782308429479599,-11.23448085784912,False,,orange,last,correct_prior,orange,orange,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/pigeon_4_61bf181e_resized_grey/FG_040_seq.png,pigeon,grey,white,-0.6073802709579468,-14.412067413330078,False,,white,last,correct_prior,grey,grey,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/hare_2_4cbe00ed_resized_grey/FG_080_seq.png,hare,grey,grey,-0.2154731899499893,-13.598285675048828,False,,grey,last,correct_prior,grey,grey,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bat_(animal)_2_c58feb12_resized_brown/FG_010_seq.png,bat,brown,white,-0.8578848838806152,-10.740697860717772,False,,white,last,correct_prior,brown,brown,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Band_Aid_1_e73eed92_resized_pink/FG_050_seq.png,band aid,pink,pink,-0.0270139500498771,-8.917638778686523,False,,pink,last,correct_prior,pink,pink,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/camel_1_d4d473fe_resized_brown/BG_080_seq.png,camel,white,white,-0.280154824256897,-11.475467681884766,False,,white,last,correct_prior,brown,white,BG,80,BG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/frog_4_ad92e1a9_resized_green/FG_080_seq.png,frog,green,green,-0.0125233456492424,-11.879711151123049,False,,green,last,correct_prior,green,green,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/hare_2_4cbe00ed_resized_grey/BG_060_seq.png,hare,white,white,-0.1096813753247261,-10.765931129455566,False,,white,last,correct_prior,grey,white,BG,60,BG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Christmas_stocking_3_6e1cfabe_resized_red/FG_030_seq.png,christmas stocking,red,red,-0.2889129221439361,-10.913912773132324,False,,red,last,correct_prior,red,red,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/wagon_4_24867bc8_resized_brown/FG_060_seq.png,wagon,brown,brown,-0.1081365495920181,-10.701886177062988,False,,brown,last,correct_prior,brown,brown,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bagel_2_be16f710_resized_brown/FG_055_seq.png,bagel,brown,brown,-0.1509891301393509,-10.275989532470703,False,,brown,last,correct_prior,brown,brown,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/radio_3_4d87b11a_resized_red/FG_020_seq.png,radio,red,red,-0.6185723543167114,-11.251384735107422,False,,red,last,correct_prior,red,red,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/forklift_3_0064e694_resized_yellow/FG_000_seq.png,forklift,white,white,-0.5447901487350464,-11.169790267944336,False,,white,last,correct_prior,yellow,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tricycle_5_ff4a892c_resized_red/FG_090_seq.png,tricycle,red,red,-0.0571500211954116,-11.04152488708496,False,,red,last,correct_prior,red,red,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/chinese_lantern_3_224eff52_resized_red/FG_000_seq.png,chinese lantern,white,white,-0.5292838215827942,-11.70897102355957,False,,white,last,correct_prior,red,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gorilla_3_bcd1ec66_resized_grey/FG_055_seq.png,gorilla,grey,grey,-0.2358397543430328,-14.57177734375,False,,grey,last,correct_prior,grey,grey,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tomato_2_41acc4b2_resized_red/FG_010_seq.png,tomato,red,red,-0.4823399782180786,-10.388589859008787,False,,red,last,correct_prior,red,red,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dove_1_22151e5f_resized_grey/FG_040_seq.png,dove,grey,grey,-0.640536367893219,-13.972567558288574,False,,grey,last,correct_prior,grey,grey,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cannon_2_08ed4ed8_resized_grey/FG_030_seq.png,cannon,grey,grey,-0.8111517429351807,-14.861932754516602,False,,grey,last,correct_prior,grey,grey,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dingo_2_26a21c78_resized_grey/FG_005_seq.png,dingo,grey,white,-0.2929645180702209,-15.531246185302734,False,,white,last,correct_prior,grey,grey,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/ostrich_5_c53562f4_resized_brown/FG_010_seq.png,ostrich,brown,brown,-0.5332880020141602,-10.87703800201416,False,,brown,last,correct_prior,brown,brown,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bat_(animal)_2_c58feb12_resized_brown/FG_070_seq.png,bat,brown,brown,-0.0916379988193512,-10.10726261138916,False,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Doberman_1_d774b749_resized_brown/FG_040_seq.png,doberman,brown,brown,-0.3003062605857849,-10.50343132019043,False,,brown,last,correct_prior,brown,brown,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/pill_bottle_1_9d40f238_resized_brown/FG_070_seq.png,pill bottle,brown,brown,-0.0721013396978378,-10.837726593017578,False,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/ambulance_1_7d5ec3c6_resized_red/BG_040_seq.png,ambulance,white,white,-0.224307507276535,-10.5289945602417,False,,white,last,correct_prior,red,white,BG,40,BG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/trailer_truck_3_44d969b6_resized_red/FG_060_seq.png,trailer truck,red,red,-0.075184941291809,-11.17674732208252,False,,red,last,correct_prior,red,red,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/corn_2_9ff217f3_resized_green/FG_005_seq.png,corn,green,green,-0.3351677358150482,-11.25704288482666,False,,green,last,correct_prior,green,green,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/carrot_1_c288d230_resized_orange/FG_030_seq.png,carrot,orange,orange,-0.2086425423622131,-10.747705459594728,False,,orange,last,correct_prior,orange,orange,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fox_2_52cadfa8_resized_orange/FG_050_seq.png,fox,orange,orange,-0.070235751569271,-10.804611206054688,False,,orange,last,correct_prior,orange,orange,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tiger_5_875b6e5b_resized_orange/FG_020_seq.png,tiger,orange,orange,-0.2730249464511871,-11.007399559020996,False,,orange,last,correct_prior,orange,orange,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tabby_4_ce76bae9_resized_orange/FG_005_seq.png,tabby,orange,grey,-0.90947163105011,-12.20634651184082,False,,grey,last,correct_prior,orange,orange,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/lettuce_1_3a765877_resized_green/FG_090_seq.png,lettuce,green,green,-0.0139439916238188,-12.013943672180176,False,,green,last,correct_prior,green,green,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cheese_1_78f6ea0b_resized_yellow/FG_070_seq.png,cheese,yellow,yellow,-0.0516531690955162,-9.809465408325195,False,,yellow,last,correct_prior,yellow,yellow,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bath_towel_4_10cc8e6d_resized_blue/FG_050_seq.png,bath towel,blue,blue,-0.0917031466960907,-10.591703414916992,False,,blue,last,correct_prior,blue,blue,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Komodo_dragon_1_68027650_resized_brown/FG_100_seq.png,komodo dragon,brown,brown,-0.0264137685298919,-10.432663917541504,False,,brown,last,correct_prior,brown,brown,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/pretzel_2_f0d079a5_resized_brown/FG_060_seq.png,pretzel,brown,brown,-0.086796224117279,-10.360233306884766,False,,brown,last,correct_prior,brown,brown,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/corn_2_9ff217f3_resized_green/BG_020_seq.png,corn,white,white,-0.8259427547454834,-11.935317993164062,False,,white,last,correct_prior,green,white,BG,20,BG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/giraffe_1_785f537c_resized_brown/FG_100_seq.png,giraffe,brown,brown,-0.0293992757797241,-10.513773918151855,False,,brown,last,correct_prior,brown,brown,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bread_1_bb6e8d06_resized_brown/FG_000_seq.png,bread,white,white,-0.0796017199754715,-10.728038787841797,False,,white,last,correct_prior,brown,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dandelion_1_7f3c1397_resized_green/FG_100_seq.png,dandelion,green,green,-0.0099657829850912,-11.728715896606444,False,,green,last,correct_prior,green,green,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tricycle_5_ff4a892c_resized_red/FG_020_seq.png,tricycle,red,red,-0.519233763217926,-11.13642120361328,False,,red,last,correct_prior,red,red,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/reflex_camera_1_bc049e04_resized_grey/FG_090_seq.png,reflex camera,grey,grey,-0.3553547263145447,-13.749885559082031,False,,grey,last,correct_prior,grey,grey,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fox_2_52cadfa8_resized_orange/FG_055_seq.png,fox,orange,orange,-0.0588174052536487,-10.871317863464355,False,,orange,last,correct_prior,orange,orange,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cheeseburger_1_57791783_resized_brown/FG_080_seq.png,cheeseburger,brown,brown,-0.1872252523899078,-10.335662841796877,False,,brown,last,correct_prior,brown,brown,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cockroach_1_057b48ee_resized_brown/BG_100_seq.png,cockroach,white,white,-0.1636369079351425,-11.288637161254885,False,,white,last,correct_prior,brown,white,BG,100,BG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/radio_3_4d87b11a_resized_red/BG_080_seq.png,radio,white,white,-0.1950483173131942,-11.288798332214355,False,,white,last,correct_prior,red,white,BG,80,BG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Norwegian_elkhound_5_5d37b261_resized_grey/FG_060_seq.png,norwegian elkhound,grey,grey,-0.2418750375509262,-14.38640594482422,False,,grey,last,correct_prior,grey,grey,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/flute_2_ce750eec_resized_brown/FG_050_seq.png,flute,brown,brown,-0.4092445969581604,-10.526432037353516,False,,brown,last,correct_prior,brown,brown,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fawn_4_29ccbd0c_resized_brown/FG_010_seq.png,fawn,brown,white,-0.279619961977005,-11.678057670593262,False,,white,last,correct_prior,brown,brown,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fawn_4_29ccbd0c_resized_brown/FG_070_seq.png,fawn,brown,brown,-0.074707806110382,-10.582520484924316,False,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gopher_1_84a9cd8b_resized_brown/FG_000_seq.png,gopher,white,white,-0.2450802028179168,-11.28414249420166,False,,white,last,correct_prior,brown,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/flute_2_ce750eec_resized_brown/FG_060_seq.png,flute,brown,brown,-0.3403245210647583,-10.434074401855469,False,,brown,last,correct_prior,brown,brown,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dandelion_1_7f3c1397_resized_green/FG_090_seq.png,dandelion,green,green,-0.0204884111881256,-11.637676239013672,False,,green,last,correct_prior,green,green,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/worm_1_69c913c2_resized_brown/FG_030_seq.png,worm,brown,brown,-0.2116753458976745,-10.555425643920898,False,,brown,last,correct_prior,brown,brown,FG,30,FG 30% (seq),seq
