image_path,object,correct_answer,predicted_color,logprob_pred_token,logprob_correct_token,correct_in_top_k,calibration,response_label,intro_position,stimulus_type,manipulation_color,target_color,variant_region,percent_colored,variant_label,mode
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/wheelbarrow_2_dccdaa56_resized_green/FG_070_seq.png,wheelbarrow,green,green,-0.0004026673559565,-0.0004026673559565,True,,green,last,correct_prior,green,green,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gopher_1_84a9cd8b_resized_brown/FG_005_seq.png,gopher,brown,brown,-0.4419019818305969,-0.4419019818305969,True,,brown,last,correct_prior,brown,brown,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/asparagus_3_14687666_resized_green/FG_060_seq.png,asparagus,green,green,-0.0003814564552158,-0.0003814564552158,True,,green,last,correct_prior,green,green,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/housefly_3_bbecdd86_resized_yellow/BG_020_seq.png,housefly,white,black,-0.0527853518724441,,False,,black,last,correct_prior,yellow,white,BG,20,BG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/walnut_2_a1599b1b_resized_brown/FG_070_seq.png,walnut,brown,brown,-0.0001872094871941,-0.0001872094871941,True,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/daisy_2_9f5fd00f_resized_yellow/FG_055_seq.png,daisy,yellow,yellow,-0.0072624161839485,-0.0072624161839485,True,,yellow,last,correct_prior,yellow,yellow,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gas_pump_5_beef7f46_resized_red/FG_080_seq.png,gas pump,red,red,-3.054500666621607e-06,-3.054500666621607e-06,True,,red,last,correct_prior,red,red,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/goldfish_2_7ef7f0d5_resized_blue/FG_050_seq.png,goldfish,blue,blue,-0.0001186820518341,-0.0001186820518341,True,,blue,last,correct_prior,blue,blue,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/wagon_4_24867bc8_resized_brown/FG_005_seq.png,wagon,brown,white,-0.7003282904624939,-0.950328290462494,True,,white,last,correct_prior,brown,brown,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/seaweed_3_a20cdafe_resized_green/FG_010_seq.png,seaweed,green,green,-0.1316298246383667,-0.1316298246383667,True,,green,last,correct_prior,green,green,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Loafer_3_c6f11fa7_resized_brown/FG_055_seq.png,loafer,brown,brown,-0.0003079334564972,-0.0003079334564972,True,,brown,last,correct_prior,brown,brown,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/jack-o'-lantern_3_b815cb66_resized_orange/FG_040_seq.png,jack-o'-lantern,orange,orange,-0.0033077045809477,-0.0033077045809477,True,,orange,last,correct_prior,orange,orange,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/ptarmigan_2_98df7bf1_resized_brown/FG_090_seq.png,ptarmigan,brown,brown,-0.00049905909691,-0.00049905909691,True,,brown,last,correct_prior,brown,brown,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/iguana_2_a2663064_resized_green/FG_020_seq.png,iguana,green,green,-0.0726235657930374,-0.0726235657930374,True,,green,last,correct_prior,green,green,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tow_truck_3_3fb95fa0_resized_brown/FG_090_seq.png,tow truck,brown,brown,-0.0018780663376674,-0.0018780663376674,True,,brown,last,correct_prior,brown,brown,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/green_lizard_5_79432524_resized_green/FG_100_seq.png,lizard,green,green.,-2.081584716506768e-05,-2.081584716506768e-05,True,,green,last,correct_prior,green,green,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/kangaroo_1_ea795cb8_resized_brown/FG_000_seq.png,kangaroo,white,white,-0.4227290749549866,-0.4227290749549866,True,,white,last,correct_prior,brown,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/orangutan_1_36d17755_resized_orange/FG_060_seq.png,orangutan,orange,orange,-0.000737085007131,-0.000737085007131,True,,orange,last,correct_prior,orange,orange,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/pigeon_4_61bf181e_resized_grey/FG_040_seq.png,pigeon,grey,white,-0.2796627581119537,-3.779662847518921,True,,white,last,correct_prior,grey,grey,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/hare_2_4cbe00ed_resized_grey/FG_080_seq.png,hare,grey,grey,-0.0210716128349304,-0.0210716128349304,True,,grey,last,correct_prior,grey,grey,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bat_(animal)_2_c58feb12_resized_brown/FG_010_seq.png,bat,brown,brown,-0.5801377892494202,-0.5801377892494202,True,,brown,last,correct_prior,brown,brown,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Band_Aid_1_e73eed92_resized_pink/FG_050_seq.png,band aid,pink,pink,-0.0001243964943569,-0.0001243964943569,True,,pink,last,correct_prior,pink,pink,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/camel_1_d4d473fe_resized_brown/BG_080_seq.png,camel,white,black,-0.535475492477417,-1.285475492477417,True,,black,last,correct_prior,brown,white,BG,80,BG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/frog_4_ad92e1a9_resized_green/FG_080_seq.png,frog,green,green,-0.0002445317804813,-0.0002445317804813,True,,green,last,correct_prior,green,green,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/hare_2_4cbe00ed_resized_grey/BG_060_seq.png,hare,white,white,-0.6313140392303467,-0.6313140392303467,True,,white,last,correct_prior,grey,white,BG,60,BG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Christmas_stocking_3_6e1cfabe_resized_red/FG_030_seq.png,christmas stocking,red,red,-0.0306519474834203,-0.0306519474834203,True,,red,last,correct_prior,red,red,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/wagon_4_24867bc8_resized_brown/FG_060_seq.png,wagon,brown,brown,-0.0003627561382018,-0.0003627561382018,True,,brown,last,correct_prior,brown,brown,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bagel_2_be16f710_resized_brown/FG_055_seq.png,bagel,brown,brown,-0.000210454192711,-0.000210454192711,True,,brown,last,correct_prior,brown,brown,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/radio_3_4d87b11a_resized_red/FG_020_seq.png,radio,red,red,-0.5304890275001526,-0.5304890275001526,True,,red,last,correct_prior,red,red,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/forklift_3_0064e694_resized_yellow/FG_000_seq.png,forklift,white,black,-0.0998195558786392,-3.349819660186768,True,,black,last,correct_prior,yellow,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tricycle_5_ff4a892c_resized_red/FG_090_seq.png,tricycle,red,red,-3.03521392197581e-05,-3.03521392197581e-05,True,,red,last,correct_prior,red,red,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/chinese_lantern_3_224eff52_resized_red/FG_000_seq.png,chinese lantern,white,black,-0.3218038380146026,-1.5718038082122805,True,,black,last,correct_prior,red,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gorilla_3_bcd1ec66_resized_grey/FG_055_seq.png,gorilla,grey,grey,-0.7067480087280273,-0.7067480087280273,True,,grey,last,correct_prior,grey,grey,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tomato_2_41acc4b2_resized_red/FG_010_seq.png,tomato,red,red,-0.0061035780236124,-0.0061035780236124,True,,red,last,correct_prior,red,red,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dove_1_22151e5f_resized_grey/FG_040_seq.png,dove,grey,white,-0.5903263092041016,-1.0903263092041016,True,,white,last,correct_prior,grey,grey,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cannon_2_08ed4ed8_resized_grey/FG_030_seq.png,cannon,grey,black,-0.0326846204698085,-7.157684803009033,True,,black,last,correct_prior,grey,grey,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dingo_2_26a21c78_resized_grey/FG_005_seq.png,dingo,grey,white,-0.0311785638332366,,False,,white,last,correct_prior,grey,grey,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/ostrich_5_c53562f4_resized_brown/FG_010_seq.png,ostrich,brown,white,-0.5953154563903809,-0.8453154563903809,True,,white,last,correct_prior,brown,brown,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bat_(animal)_2_c58feb12_resized_brown/FG_070_seq.png,bat,brown,brown,-0.0007937820046208,-0.0007937820046208,True,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Doberman_1_d774b749_resized_brown/FG_040_seq.png,doberman,brown,brown,-0.0178084094077348,-0.0178084094077348,True,,brown,last,correct_prior,brown,brown,FG,40,FG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/pill_bottle_1_9d40f238_resized_brown/FG_070_seq.png,pill bottle,brown,brown,-0.0013145243283361,-0.0013145243283361,True,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/ambulance_1_7d5ec3c6_resized_red/BG_040_seq.png,ambulance,white,white,-0.2081286609172821,-0.2081286609172821,True,,white,last,correct_prior,red,white,BG,40,BG 40% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/trailer_truck_3_44d969b6_resized_red/FG_060_seq.png,trailer truck,red,red,-0.0086514456197619,-0.0086514456197619,True,,red,last,correct_prior,red,red,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/corn_2_9ff217f3_resized_green/FG_005_seq.png,corn,green,brown,-0.3466209471225738,-2.346621036529541,True,,brown,last,correct_prior,green,green,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/carrot_1_c288d230_resized_orange/FG_030_seq.png,carrot,orange,orange,-0.0019863289780914,-0.0019863289780914,True,,orange,last,correct_prior,orange,orange,FG,30,FG 30% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fox_2_52cadfa8_resized_orange/FG_050_seq.png,fox,orange,orange,-0.0076729953289031,-0.0076729953289031,True,,orange,last,correct_prior,orange,orange,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tiger_5_875b6e5b_resized_orange/FG_020_seq.png,tiger,orange,orange,-0.0612133368849754,-0.0612133368849754,True,,orange,last,correct_prior,orange,orange,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tabby_4_ce76bae9_resized_orange/FG_005_seq.png,tabby,orange,orange,-0.2250547111034393,-0.2250547111034393,True,,orange,last,correct_prior,orange,orange,FG,5,FG 5% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/lettuce_1_3a765877_resized_green/FG_090_seq.png,lettuce,green,green,-6.873571692267433e-05,-6.873571692267433e-05,True,,green,last,correct_prior,green,green,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cheese_1_78f6ea0b_resized_yellow/FG_070_seq.png,cheese,yellow,yellow,-1.1994775377388578e-05,-1.1994775377388578e-05,True,,yellow,last,correct_prior,yellow,yellow,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bath_towel_4_10cc8e6d_resized_blue/FG_050_seq.png,bath towel,blue,blue,-0.0048983315937221,-0.0048983315937221,True,,blue,last,correct_prior,blue,blue,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Komodo_dragon_1_68027650_resized_brown/FG_100_seq.png,komodo dragon,brown,brown,-1.9266199160483662e-05,-1.9266199160483662e-05,True,,brown,last,correct_prior,brown,brown,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/pretzel_2_f0d079a5_resized_brown/FG_060_seq.png,pretzel,brown,brown,-0.0014793867012485,-0.0014793867012485,True,,brown,last,correct_prior,brown,brown,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/corn_2_9ff217f3_resized_green/BG_020_seq.png,corn,white,brown,-0.5790808200836182,,False,,brown,last,correct_prior,green,white,BG,20,BG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/giraffe_1_785f537c_resized_brown/FG_100_seq.png,giraffe,brown,brown,-0.0004189946048427,-0.0004189946048427,True,,brown,last,correct_prior,brown,brown,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/bread_1_bb6e8d06_resized_brown/FG_000_seq.png,bread,white,black,-0.1603064835071563,-1.910306453704834,True,,black,last,correct_prior,brown,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dandelion_1_7f3c1397_resized_green/FG_100_seq.png,dandelion,green,green,-0.0001031855790643,-0.0001031855790643,True,,green,last,correct_prior,green,green,FG,100,FG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/tricycle_5_ff4a892c_resized_red/FG_020_seq.png,tricycle,red,black,-0.5356050133705139,-1.0356049537658691,True,,black,last,correct_prior,red,red,FG,20,FG 20% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/reflex_camera_1_bc049e04_resized_grey/FG_090_seq.png,reflex camera,grey,grey,-0.041049875319004,-0.041049875319004,True,,grey,last,correct_prior,grey,grey,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fox_2_52cadfa8_resized_orange/FG_055_seq.png,fox,orange,orange,-0.0051199039444327,-0.0051199039444327,True,,orange,last,correct_prior,orange,orange,FG,55,FG 55% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cheeseburger_1_57791783_resized_brown/FG_080_seq.png,cheeseburger,brown,brown,-0.0048514804802834,-0.0048514804802834,True,,brown,last,correct_prior,brown,brown,FG,80,FG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/cockroach_1_057b48ee_resized_brown/BG_100_seq.png,cockroach,white,brown,-0.7695184946060181,-1.019518494606018,True,,brown,last,correct_prior,brown,white,BG,100,BG 100% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/radio_3_4d87b11a_resized_red/BG_080_seq.png,radio,white,white,-0.2533755004405975,-0.2533755004405975,True,,white,last,correct_prior,red,white,BG,80,BG 80% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/Norwegian_elkhound_5_5d37b261_resized_grey/FG_060_seq.png,norwegian elkhound,grey,grey,-0.0142141561955213,-0.0142141561955213,True,,grey,last,correct_prior,grey,grey,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/flute_2_ce750eec_resized_brown/FG_050_seq.png,flute,brown,brown,-0.0002154570829588,-0.0002154570829588,True,,brown,last,correct_prior,brown,brown,FG,50,FG 50% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fawn_4_29ccbd0c_resized_brown/FG_010_seq.png,fawn,brown,brown,-0.1379493474960327,-0.1379493474960327,True,,brown,last,correct_prior,brown,brown,FG,10,FG 10% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/fawn_4_29ccbd0c_resized_brown/FG_070_seq.png,fawn,brown,brown,-0.005007698200643,-0.005007698200643,True,,brown,last,correct_prior,brown,brown,FG,70,FG 70% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/gopher_1_84a9cd8b_resized_brown/FG_000_seq.png,gopher,white,black-and-white,-0.3079226315021515,-2.057922601699829,True,,white,last,correct_prior,brown,white,FG,0,FG 0% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/flute_2_ce750eec_resized_brown/FG_060_seq.png,flute,brown,brown.,-4.715985778602772e-05,-4.715985778602772e-05,True,,brown,last,correct_prior,brown,brown,FG,60,FG 60% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/dandelion_1_7f3c1397_resized_green/FG_090_seq.png,dandelion,green,green,-0.0002327416150365,-0.0002327416150365,True,,green,last,correct_prior,green,green,FG,90,FG 90% (seq),seq
/mnt/lustre/work/eickhoff/esx061/color-concept-entanglement/data/color_images/gpt-4o/image_priors/worm_1_69c913c2_resized_brown/FG_030_seq.png,worm,brown,brown,-0.0033081816509366,-0.0033081816509366,True,,brown,last,correct_prior,brown,brown,FG,30,FG 30% (seq),seq
