PROLIFIC_PID,certainty_change_count,color_time,correct_response,distractor_errors,exit_reason,exit_time,experiment_start_time,final_certainty,finish_time,first_certainty_time,image_path,initial_certainty,internal_node_id,intro_position,is_distractor,object,passed,percent_colored,profile_id,profile_index,question_order,response,response_index,response_label,rt,sanity_id,second_certainty_time,session_id,slider_start,stimulus,stimulus_type,study_id,study_type,subject_id,target_color,task_type,time_elapsed,timed_out,timeout_time,trial_index,trial_type,variant_region,view_history,manipulation_color
592a8ee1dd1a250001b4ee72,1.0,5813.199999928474,Strongly Disagree,0.0,completed,1770117407260,1770116748061,,10165.199999928474,8912.0,shapes/shape_colored/square_v2_red/FG_055_seq.png,7.0,0.0-0.0,first,False,square,True,55.0,profile_19_first,20,[0],60,4.0,red,4859.0,1.0,,6981d669bd4839695c4978fe,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,592a8ee1dd1a250001b4ee72,red,introspection,4869,True,1770116778065.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 4859}]",red
5985f6bdeef500000111db98,1.0,5618.5,Strongly Disagree,0.0,completed,1770117708242,1770116797735,9.0,11496.299999952316,10161.799999952316,shapes/shape_colored/hexagon_v2_blue/BG_020_seq.png,10.0,0.0-0.0,first,False,hexagon,True,20.0,profile_18_first,18,[0],25,4.0,white,13075.0,1.0,7122.0,6981d6a31f4288db93109f87,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5985f6bdeef500000111db98,white,introspection,13123,True,1770116827740.0,0,instructions,BG,"[{'page_index': 0, 'viewing_time': 13074}]",blue
5997043dbbe84800017964a7,1.0,,Strongly Disagree,2.0,failed_distractor,1769605029862,1769604712731,9.0,,,color_images/gpt-4o/image_priors/Old_English_sheepdog_4_51cd66d5_resized_grey/FG_040_seq.png,9.0,0.0-0.0,last,False,old english sheepdog,True,40.0,profile_6_last,67,[0],{'Q0': 4},4.0,white,11700.0,1.0,,697a064c0ed7d9794f847401,,"
      <div style=""
        max-width: 1000px;
        margin: 0 auto;
        text-align: center;
      "">
        <h3>Warning</h3>
        <p>You selected an unreasonable color.</p>
        <p>
          Please answer carefully. The study will end if this happens again.
        </p>
      </div>
    ",correct_prior,6962232f30c21461e6a14157,prolific_test,5997043dbbe84800017964a7,grey,color_judgment,11739,True,1769604742731.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 11700}]",grey
59de66cac0d35a0001294c46,1.0,3238.60000000149,Strongly Disagree,0.0,completed,1770117571488,1770116805269,10.0,9305.0,7601.300000000745,shapes/shape_colored/circle_v1_yellow/FG_060_seq.png,10.0,0.0-0.0,last,False,circle,True,60.0,profile_30_last,47,[0],{'Q0': 4},4.0,yellow,19280.0,1.0,3437.199999999255,6981d68d525f6a4aca52e45d,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,59de66cac0d35a0001294c46,yellow,color_judgment,19291,True,1770116835270.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 19280}]",yellow
59fc2094087f2e0001ead5fa,1.0,5429.5,Strongly Disagree,1.0,completed,1770118057425,1770117439571,9.0,16493.900000000373,15533.400000000373,shapes/shape_colored/hexagon_v4_orange/FG_020_seq.png,8.0,0.0-0.0,first,False,hexagon,True,20.0,profile_5_first,64,[0],75,4.0,white,22970.0,1.0,4450.199999999255,6981d9145ed8a92fe723b256,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,59fc2094087f2e0001ead5fa,orange,introspection,22976,True,1770117469572.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 22969}]",orange
5a381de00006450001bf2691,1.0,,Strongly Disagree,,completed,1769605269189,1769604706487,10.0,,,shapes/shape_colored/hexagon_v0_yellow/FG_020_seq.png,10.0,0.0-0.0,last,False,hexagon,True,20.0,profile_17_last,17,[0],{'Q0': 4},4.0,yellow,14626.0,1.0,,697a06455a5cd2b7a582d785,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,prolific_test,5a381de00006450001bf2691,yellow,color_judgment,14629,True,1769604736499.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 14626}]",yellow
5a9ac3061eda410001366658,1.0,6314.600000143051,Strongly Disagree,1.0,completed,1770475853630,1770475173517,9.0,12428.900000095367,10040.800000190735,color_images/gpt-4o/image_priors/crab_1_3143c135_resized_red/BG_060_seq.png,10.0,0.0-0.0,last,False,crab,True,60.0,profile_12_last,29,[0],{'Q0': 4},4.0,white,7318.0,1.0,4399.899999856949,69874e7c8d463e63781e3687,50.0,"
      <div style=""
        max-width: 1000px;
        margin: 0 auto;
        text-align: center;
      "">
        <h3>Warning</h3>
        <p>You selected an unreasonable color.</p>
        <p>
          Please answer carefully. The study will end if this happens again.
        </p>
      </div>
    ",correct_prior,6980c852b1ec006643f6873c,main,5a9ac3061eda410001366658,white,color_judgment,7327,True,1770475203525.0,0,instructions,BG,"[{'page_index': 0, 'viewing_time': 7317}]",red
5ab8c3fb9534ba0001c6b60d,2.0,16154.299999952316,Strongly Disagree,0.0,completed,1770117663284,1770116807123,6.0,62382.69999998808,57084.09999996424,color_images/gpt-4o/image_priors/beets_2_c2d2422e_resized_red/FG_020_seq.png,9.0,0.0-0.0,last,False,beets,True,20.0,profile_2_last,45,[0],{'Q0': 4},4.0,red,8622.0,1.0,59255.89999997616,6981d6b0a4753f62f233c667,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",correct_prior,6962232f30c21461e6a14157,main,5ab8c3fb9534ba0001c6b60d,red,color_judgment,9660,True,1770116837140.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 8622}]",red
5acd0749a3ba7a0001b50834,1.0,10650.20000000298,Strongly Disagree,1.0,completed,1770117798842,1770116939897,8.0,20358.0,19741.5,shapes/shape_colored/triangle_v4_blue/FG_080_seq.png,8.0,0.0-0.0,last,False,triangle,True,80.0,profile_34_last,55,[0],{'Q0': 4},4.0,blue,20019.0,1.0,7254.5999999940395,6981d72c9ef1b71ec4834f39,50.0,"
      <div style=""
        max-width: 1000px;
        margin: 0 auto;
        text-align: center;
      "">
        <h3>Warning</h3>
        <p>You selected an unreasonable color.</p>
        <p>
          Please answer carefully. The study will end if this happens again.
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5acd0749a3ba7a0001b50834,blue,color_judgment,20039,True,1770116969898.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 20018}]",blue
5b17642244127b00013f7f65,1.0,14708.199999928474,Strongly Disagree,0.0,completed,1770117526198,1770116798638,8.0,18710.0,17458.399999976158,shapes/shape_colored/triangle_v2_pink/FG_080_seq.png,8.0,0.0-0.0,first,False,triangle,True,80.0,profile_29_first,42,[0],25,4.0,pink,26355.0,1.0,13577.299999952316,6981d6571b78ac475b09926e,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5b17642244127b00013f7f65,pink,introspection,26368,True,1770116828643.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 26354}]",pink
5b7467ea50075a0001107043,1.0,2477.0,Strongly Disagree,0.0,completed,1770117303577,1770116723089,9.0,5748.0,4764.0,shapes/shape_colored/triangle_v4_blue/FG_080_seq.png,10.0,0.0-0.0,last,False,triangle,True,80.0,profile_34_last,55,[0],{'Q0': 4},4.0,blue,12341.0,1.0,5849.0,6981d6527d50ff9af619a34d,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5b7467ea50075a0001107043,blue,color_judgment,12350,True,1770116753089.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 12341}]",blue
5b7550cb09105000015131ae,1.0,9291.200000047684,Strongly Disagree,0.0,completed,1770117061080,1770116644513,10.0,12387.399999856949,11609.0,shapes/shape_colored/circle_v1_green/FG_060_seq.png,8.0,0.0-0.0,last,False,circle,True,60.0,profile_35_last,57,[0],{'Q0': 4},4.0,green,14905.0,1.0,4842.0,6981d60545e64c7199d8902b,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5b7550cb09105000015131ae,green,color_judgment,14914,True,1770116674524.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 14905}]",green
5ba0c90d2ff2f900019396b7,1.0,14377.40000000596,Strongly Disagree,0.0,completed,1770117315173,1770116810148,7.0,18434.70000000298,17309.60000000894,color_images/gpt-4o/image_priors/Old_English_sheepdog_4_51cd66d5_resized_grey/FG_040_seq.png,6.0,0.0-0.0,first,False,old english sheepdog,True,40.0,profile_6_first,66,[0],70,4.0,grey,17747.0,1.0,4828.5999999940395,6981d6a5f241eb66fdc9e390,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",correct_prior,6962232f30c21461e6a14157,main,5ba0c90d2ff2f900019396b7,grey,introspection,17749,True,1770116840148.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 17747}]",grey
5ba292385301b80001c71ba2,1.0,7189.0,Strongly Disagree,0.0,completed,1770117441021,1770116804121,10.0,11455.0,9231.0,shapes/shape_colored/hexagon_v0_yellow/FG_020_seq.png,10.0,0.0-0.0,last,False,hexagon,True,20.0,profile_17_last,17,[0],{'Q0': 4},4.0,white,15935.0,1.0,5937.0,6981d6a47c799117c6fe2a9a,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5ba292385301b80001c71ba2,yellow,color_judgment,15940,True,1770116834145.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 15935}]",yellow
5bedb3c2e3368e0001e0225c,2.0,3566.7000000178814,Strongly Disagree,0.0,completed,1770117812307,1770116929373,8.0,12117.300000011921,7676.600000023842,shapes/shape_colored/triangle_v2_pink/FG_080_seq.png,10.0,0.0-0.0,first,False,triangle,True,80.0,profile_29_first,42,[0],75,4.0,pink,7968.0,1.0,10174.300000011921,6981d6a86e91df4fd82f908a,50.0,"
      <div style=""width:700px; margin:0 auto; text-align:left;"">
        <p>For any object, <b>x%</b> of its pixels should be colored for it to be considered that color.</p><p>For example, imagine an image of a banana, where only part of the banana in the image is colored yellow.</p><p>At what point would you personally say that the banana in the image is yellow?</p><p>What value should <b>x%</b> be?</p>

        <p style=""text-align:center; font-size:24px; margin-top:20px;"">
          Selected value: <b><span id=""slider-value"">50</span>%</b>
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5bedb3c2e3368e0001e0225c,pink,introspection,7986,True,1770116959374.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 7968}]",pink
5bf1c9d332cb3b0001f6f1c3,1.0,3060.599999997765,Strongly Disagree,1.0,completed,1770117353306,1770116699962,8.0,7582.79999999702,6044.699999999255,shapes/shape_colored/triangle_v2_red/BG_080_seq.png,10.0,0.0-0.0,last,False,triangle,True,80.0,profile_16_last,15,[0],0,4.0,white,11945.0,1.0,3718.0,6981d645433c01fdbd317fd2,50.0,"
      <div style=""
        max-width: 1000px;
        margin: 0 auto;
        text-align: center;
      "">
        <h3>Warning</h3>
        <p>You selected an unreasonable color.</p>
        <p>
          Please answer carefully. The study will end if this happens again.
        </p>
      </div>
    ",shape,6962232f30c21461e6a14157,main,5bf1c9d332cb3b0001f6f1c3,white,color_judgment,11958,True,1770116729964.0,0,instructions,BG,"[{'page_index': 0, 'viewing_time': 11945}]",red
5bf8a27021a4e1000194fc76,1.0,,Strongly Disagree,1.0,completed,1769605586286,1769605024569,6.0,,,color_images/gpt-4o/image_priors/beets_2_c2d2422e_resized_red/FG_020_seq.png,6.0,0.0-0.0,last,False,beets,True,20.0,profile_2_last,45,[0],{'Q0': 4},4.0,red,14676.0,1.0,,697a0786888e33c300bb4037,50.0,"
      <div style=""
        max-width: 1000px;
        margin: 0 auto;
        text-align: center;
      "">
        <h3>Warning</h3>
        <p>You selected an unreasonable color.</p>
        <p>
          Please answer carefully. The study will end if this happens again.
        </p>
      </div>
    ",correct_prior,6962232f30c21461e6a14157,prolific_test,5bf8a27021a4e1000194fc76,red,color_judgment,14687,True,1769605054639.0,0,instructions,FG,"[{'page_index': 0, 'viewing_time': 14676}]",red
